Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,IsWeekend
5577150313,2016-04-22,1,338,366,FALSE
5577150313,2016-04-23,1,384,402,TRUE
5577150313,2016-04-24,1,543,615,TRUE
5577150313,2016-04-25,1,421,461,FALSE
5577150313,2016-04-26,1,354,377,FALSE
5577150313,2016-04-27,1,424,452,FALSE
5577150313,2016-04-28,1,361,372,FALSE
5577150313,2016-04-29,1,459,485,FALSE
5577150313,2016-04-30,1,412,433,TRUE
5577150313,2016-05-01,1,379,398,TRUE
5577150313,2016-05-02,2,525,553,FALSE
5577150313,2016-05-03,1,508,543,FALSE
5577150313,2016-05-04,1,603,634,FALSE
5577150313,2016-05-05,1,74,78,FALSE
5577150313,2016-05-10,1,504,562,FALSE
5577150313,2016-05-11,1,431,476,FALSE
6117666160,2016-04-16,1,380,398,TRUE
6117666160,2016-04-17,2,336,350,TRUE
6117666160,2016-04-18,2,493,510,FALSE
6117666160,2016-04-19,1,465,492,FALSE
6117666160,2016-04-20,1,474,502,FALSE
6117666160,2016-04-21,1,508,550,FALSE
6117666160,2016-04-22,1,480,546,FALSE
6117666160,2016-04-23,1,492,539,TRUE
6117666160,2016-04-24,1,353,367,TRUE
6117666160,2016-04-27,1,542,557,FALSE
6117666160,2016-04-28,1,393,416,FALSE
6117666160,2016-04-29,1,600,636,FALSE
6117666160,2016-05-01,1,507,575,TRUE
6117666160,2016-05-05,1,392,415,FALSE
6117666160,2016-05-06,2,658,698,FALSE
6117666160,2016-05-07,2,498,507,TRUE
6117666160,2016-05-08,1,555,603,TRUE
6117666160,2016-05-09,1,492,522,FALSE
6775888955,2016-04-13,1,235,260,FALSE
6775888955,2016-04-14,1,423,441,FALSE
6775888955,2016-04-15,1,391,406,FALSE
6962181067,2016-04-12,1,366,387,FALSE
6962181067,2016-04-13,3,630,679,FALSE
6962181067,2016-04-14,2,508,535,FALSE
6962181067,2016-04-15,1,370,386,FALSE
6962181067,2016-04-16,1,357,366,TRUE
6962181067,2016-04-17,1,427,446,TRUE
6962181067,2016-04-18,1,442,458,FALSE
6962181067,2016-04-19,1,476,535,FALSE
6962181067,2016-04-20,1,418,424,FALSE
6962181067,2016-04-21,1,451,457,FALSE
6962181067,2016-04-22,1,425,435,FALSE
6962181067,2016-04-23,1,528,546,TRUE
6962181067,2016-04-24,1,511,514,TRUE
6962181067,2016-04-25,1,400,415,FALSE
6962181067,2016-04-26,1,441,446,FALSE
6962181067,2016-04-27,1,455,467,FALSE
6962181067,2016-04-28,1,440,453,FALSE
6962181067,2016-04-29,1,433,447,FALSE
6962181067,2016-04-30,1,422,424,TRUE
6962181067,2016-05-01,1,411,426,TRUE
6962181067,2016-05-02,1,466,482,FALSE
6962181067,2016-05-03,1,394,418,FALSE
6962181067,2016-05-04,1,442,455,FALSE
6962181067,2016-05-05,1,467,491,FALSE
6962181067,2016-05-06,1,443,462,FALSE
6962181067,2016-05-07,1,298,334,TRUE
6962181067,2016-05-08,1,541,569,TRUE
6962181067,2016-05-09,1,489,497,FALSE
6962181067,2016-05-10,1,469,481,FALSE
6962181067,2016-05-11,1,452,480,FALSE
6962181067,2016-05-12,1,516,535,FALSE
7007744171,2016-04-16,1,79,82,TRUE
7007744171,2016-05-01,1,58,61,TRUE
7086361926,2016-04-12,1,514,525,FALSE
7086361926,2016-04-13,1,451,465,FALSE
7086361926,2016-04-14,1,472,476,FALSE
7086361926,2016-04-15,1,377,386,FALSE
7086361926,2016-04-19,1,472,483,FALSE
7086361926,2016-04-20,1,492,502,FALSE
7086361926,2016-04-21,1,390,411,FALSE
7086361926,2016-04-22,1,428,448,FALSE
7086361926,2016-04-24,1,681,704,TRUE
7086361926,2016-04-25,1,446,447,FALSE
7086361926,2016-04-26,1,485,500,FALSE
7086361926,2016-04-27,1,469,479,FALSE
7086361926,2016-04-28,1,354,367,FALSE
7086361926,2016-04-30,1,485,489,TRUE
7086361926,2016-05-01,1,388,407,TRUE
7086361926,2016-05-02,1,440,459,FALSE
7086361926,2016-05-03,1,456,461,FALSE
7086361926,2016-05-04,1,420,436,FALSE
7086361926,2016-05-06,1,322,333,FALSE
7086361926,2016-05-07,1,530,548,TRUE
7086361926,2016-05-08,1,481,510,TRUE
7086361926,2016-05-09,1,427,438,FALSE
7086361926,2016-05-11,1,451,463,FALSE
7086361926,2016-05-12,1,444,457,FALSE
8053475328,2016-04-20,1,486,493,FALSE
8053475328,2016-04-23,1,331,337,TRUE
8053475328,2016-05-07,1,74,75,TRUE
8378563200,2016-04-12,1,338,356,FALSE
8378563200,2016-04-13,2,447,487,FALSE
8378563200,2016-04-14,1,424,455,FALSE
8378563200,2016-04-15,1,513,533,FALSE
8378563200,2016-04-16,2,611,689,TRUE
8378563200,2016-04-17,2,525,591,TRUE
8378563200,2016-04-18,1,398,451,FALSE
8378563200,2016-04-19,1,387,421,FALSE
8378563200,2016-04-20,1,381,409,FALSE
8378563200,2016-04-21,1,396,417,FALSE
8378563200,2016-04-22,1,441,469,FALSE
8378563200,2016-04-23,1,565,591,TRUE
8378563200,2016-04-24,1,458,492,TRUE
8378563200,2016-04-25,1,388,402,FALSE
8378563200,2016-04-25,1,388,402,FALSE
8378563200,2016-04-26,1,550,584,FALSE
8378563200,2016-04-27,1,531,600,FALSE
8378563200,2016-04-28,1,506,556,FALSE
8378563200,2016-04-29,1,527,562,FALSE
8378563200,2016-04-30,1,468,555,TRUE
8378563200,2016-05-01,1,475,539,TRUE
8378563200,2016-05-02,1,351,385,FALSE
8378563200,2016-05-03,1,405,429,FALSE
8378563200,2016-05-04,1,441,477,FALSE
8378563200,2016-05-05,1,381,417,FALSE
8378563200,2016-05-06,1,323,355,FALSE
8378563200,2016-05-07,2,459,513,TRUE
8378563200,2016-05-08,1,545,606,TRUE
8378563200,2016-05-09,1,359,399,FALSE
8378563200,2016-05-10,1,342,391,FALSE
8378563200,2016-05-11,1,368,387,FALSE
8378563200,2016-05-12,1,496,546,FALSE
8792009665,2016-04-12,1,458,493,FALSE
8792009665,2016-04-13,1,531,552,FALSE
8792009665,2016-04-14,1,486,503,FALSE
8792009665,2016-04-15,1,363,377,FALSE
8792009665,2016-04-20,1,528,547,FALSE
8792009665,2016-04-22,1,391,407,FALSE
8792009665,2016-04-23,1,339,360,TRUE
8792009665,2016-04-27,1,423,428,FALSE
8792009665,2016-04-28,1,402,416,FALSE
8792009665,2016-04-29,1,398,406,FALSE
8792009665,2016-04-30,1,343,360,TRUE
8792009665,2016-05-01,1,503,527,TRUE
8792009665,2016-05-02,1,415,423,FALSE
8792009665,2016-05-03,1,516,545,FALSE
8792009665,2016-05-04,1,439,463,FALSE
